15392	[10322, 8258, 17265]
15393	[9491]
15397	[5729]
15403	[5111, 5814]
15408	[15509, 4425]
15409	[13819]
15413	[17859]
15415	[13706]
15416	[4650, 12173]
15417	[13660, 8761]
15421	[6711]
15426	[6383]
15431	[10329, 6573]
15434	[7371]
15435	[12600]
15441	[8821]
15444	[10422]
15446	[16848, 9306]
15448	[13615]
15449	[10413, 1964, 2347]
15459	[17803, 9914]
15461	[4677]
15463	[11261]
15468	[13376]
15473	[7390]
15475	[16533]
15479	[16926]
15490	[13988, 11178, 11328]
15491	[13156]
15497	[2324, 13885, 5410]
15500	[12061, 16088, 9814]
15501	[4219]
15502	[17661, 8320]
15506	[13487]
15508	[7707, 3403]
15509	[18143, 10500, 8016, 4425]
15515	[17953]
15522	[8844, 2655]
15526	[12472, 6486, 2733]
15528	[17412, 4666]
15529	[15396, 11337]
15539	[7723]
15542	[6435]
15546	[17584]
15554	[16756, 16502, 11567]
15555	[2250]
15558	[16391]
15565	[16874]
15566	[18020]
15575	[17768]
15577	[10617]
15578	[14280, 6961]
15579	[18206, 15737, 13544]
15589	[13732]
15601	[17456, 8076]
15611	[3772]
15612	[3403]
15613	[58]
15616	[16570]
15617	[12926, 12226, 11992, 6669, 12053, 8605]
15618	[8215, 14117]
15621	[16133, 10136, 6961, 5486]
15622	[16176, 11674]
15623	[9624]
15625	[8258, 12736, 8588]
15626	[15612, 5221, 5051, 3403]
15627	[12878, 4217]
15629	[7715, 3629]
15631	[17256, 10021]
15632	[17917, 17904, 12411, 17971, 16738, 11759, 2342, 13080, 6026, 8821]
15634	[1946, 4343]
15637	[13437]
15643	[17968]
15644	[17547]
15645	[3938]
15648	[17406, 12764]
15650	[16909, 12558]
15663	[10050, 17810, 15666, 9518]
15666	[15663]
15668	[17137]
15676	[13988]
15681	[16131]
15685	[7195]
15686	[13662, 12313]
15688	[13097]
15699	[16182, 15666, 13377, 6721]
15701	[18310, 11759, 15632, 13080]
15703	[17270]
15706	[17770]
15707	[12600]
15708	[7370, 10772, 7640, 6721]
15711	[123]
15712	[17820, 14219]
15714	[6927]
15715	[15396]
15719	[8716]
15720	[10948]
15742	[6571, 11178, 11328]
15746	[8258]
15751	[46]
15754	[11612]
15755	[16316, 1462]
15761	[18201, 7685, 10788, 10549]
15769	[80, 2427]
15772	[3345]
15776	[12914, 74]
15778	[13479, 7145]
15790	[1462, 2634]
15793	[8296, 3442, 6460]
15796	[18080]
15802	[16807, 3009, 9076]
15808	[11407]
15815	[4209, 1560]
15816	[3817, 13399]
15817	[10551]
15818	[8061]
15834	[15502]
15836	[16927]
15837	[5502]
15840	[16266]
15843	[17568]
15848	[6892]
15850	[5741]
15852	[15459, 8560, 12524]
15861	[12558, 2942]
15866	[13398]
15868	[18326]
15874	[16214, 12558]
15885	[15912]
15890	[1393]
15894	[2158]
15897	[9613]
15907	[16707]
15910	[18020, 17619, 9590]
15912	[15885]
15916	[13324]
15918	[16157, 14212, 13893]
15929	[6748]
15932	[7427, 11208, 9133]
15936	[15589, 9639, 4672, 7962, 3194]
15939	[15737, 12544]
15942	[17803]
15945	[10723]
15947	[16957, 4975]
15949	[15939]
15955	[10203, 5529]
15959	[17256, 16722, 15808]
15964	[15971]
15970	[11760, 2588]
15971	[16803, 15964]
15976	[16022, 11816, 8284]
15977	[7966]
15980	[11405]
15984	[12965]
15994	[4048]
15995	[17892]
15999	[9137]
16005	[16672]
16006	[4219, 4397]
16008	[9197, 17619]
16014	[6468, 10228]
16017	[17892]
16022	[17498]
16023	[9105, 17506]
16025	[7940]
16026	[14326]
16033	[6662]
16036	[9106, 4672]
16037	[16176, 11150, 4283]
16038	[8546]
16045	[2524]
16051	[12283, 4822]
16054	[12769, 8844]
16057	[12490, 17031]
16058	[13531]
16061	[5527]
16062	[2959, 3335]
16067	[8422, 3368, 2693]
16069	[7589, 16616, 9518]
16072	[13149, 13179]
16075	[10724, 10344]
16076	[17426]
16097	[12357]
16098	[15510]
16104	[9425, 7817]
16111	[12640, 8605]
16112	[17695, 17529, 16128]
16119	[15993]
16120	[12673, 11554]
16124	[17697, 5325, 12612]
16128	[16112, 10003]
16131	[14296, 13619, 10150, 10492, 7524]
16133	[17195]
16136	[18201, 17407, 16322, 7680]
16138	[88, 15731]
16145	[9278]
16148	[16440, 11669, 3065]
16151	[18155]
16152	[10272]
16157	[15918]
16160	[17547, 11718]
16161	[17667, 13619, 13119, 7707]
16162	[11542]
16169	[10322, 8274]
16172	[7853, 4711]
16173	[13692]
16175	[16435]
16176	[16037, 9010, 3465]
16177	[16722, 16184]
16179	[12182]
16182	[11277]
16183	[12434, 16147]
16184	[16177]
16212	[9507]
16214	[2168]
16217	[16874, 3110]
16219	[16322, 10531, 8605, 7896]
16234	[5177]
16237	[9417, 7579]
16242	[9392]
16257	[15837]
16264	[17468]
16266	[13572, 4282]
16282	[2623]
16291	[18030, 1288, 9417]
16294	[17311]
16295	[3483, 13560]
16296	[8844]
16316	[2917, 6781]
16322	[12724, 16616, 16136, 7680, 11676, 9396, 2733]
16323	[17050, 12021]
16329	[13373]
16330	[12239, 5855]
16331	[12168]
16336	[10529]
16346	[6571]
16347	[18201, 7685, 8658]
16353	[10133, 7684, 13600, 1580]
16360	[6429]
16361	[16575, 4864, 5994]
16364	[11220, 8223]
16365	[5539]
16366	[9490]
16372	[16176]
16374	[17227, 5625]
16375	[6026, 10847]
16377	[16336]
16381	[12933]
16391	[12657]
16394	[4672, 8793, 5234]
16395	[13307]
16408	[3172, 5452, 152]
16416	[14121]
16418	[16364, 1877, 8499]
16420	[7949]
16423	[7979, 3403]
16435	[16175]
16438	[9574]
16440	[16148, 13596, 11669]
16441	[11812, 9624]
16443	[6395]
16448	[9017, 3172, 86]
16452	[7310]
16456	[17228, 17270, 17036]
16457	[11480, 7580]
16459	[12423, 16608]
16465	[16058, 12764, 8885]
16469	[2409]
16473	[17137, 16695]
16478	[96, 8916]
16479	[18081, 16502]
16481	[4655]
16487	[7900]
16492	[2020]
16493	[16535, 13805, 3282]
16496	[11593]
16498	[12008]
16502	[18081, 16479, 6800, 8016]
16506	[4282]
16509	[13210]
16513	[16612, 16506, 16266]
16514	[3820]
16515	[18257]
16517	[12182]
16520	[18122]
16524	[6421, 4043]
16525	[16538, 9731]
16531	[7369, 17642, 11535]
16534	[16022, 17577, 5462]
16535	[16493, 5814, 6510, 3302]
16536	[3885]
16538	[9927, 5452]
16542	[16729, 16463, 13276]
16553	[15676, 5285]
16554	[6170]
16556	[12531, 8427, 4621]
16557	[3801]
16570	[12335, 7756]
16575	[3885, 17966, 88, 16634, 10272]
16576	[16656]
16578	[7916]
16581	[13340]
16593	[16973, 2634]
16596	[17873, 8879, 7291]
16599	[16384, 8990, 2723]
16605	[13487]
16606	[16905, 13349, 6126, 12911, 13668, 7877, 2637, 12097]
16608	[16463]
16610	[12247, 10082, 8493]
16612	[7367]
16616	[10822]
16617	[12965]
16625	[4117, 1478]
16627	[13221, 10036, 9768]
16631	[5553]
16634	[17379, 6111]
16642	[12429, 9768]
16646	[17558, 16660]
16652	[8215, 5370]
16655	[16612]
16656	[17529, 16576]
16660	[2192]
16667	[5625, 16182, 15699, 13377, 5835]
16669	[17108, 16848, 14296, 8721]
16674	[18147, 17636, 12727, 6662]
16675	[11629, 9652, 6170]
16676	[16905, 13867, 13668, 13671, 12448]
16677	[18240]
16679	[16112]
16684	[15509]
16687	[17892]
16688	[15590]
16695	[17950, 17868, 14140]
16696	[5458]
16698	[16111, 18155, 17965, 6669, 10203]
16703	[10575, 9217, 2733]
16706	[9746, 5174, 4743]
16707	[16729, 17859]
16713	[16807, 5682, 9076, 8109]
16714	[81]
16722	[16946, 6255, 16177, 1851]
16729	[16542]
16738	[17904, 9158, 8943, 15632, 2342, 9182, 11464, 8902]
16740	[18310, 10403, 5899]
16744	[16536, 2]
16746	[3172, 12666, 7683]
16750	[12948]
16754	[4683, 8745]
16756	[16502]
16758	[16025, 13360, 4085]
16768	[15918]
16772	[18020]
16775	[17433, 16605]
16776	[16605]
16779	[14219]
16787	[18184]
16801	[9785]
16803	[15971]
16807	[3009, 4094]
16810	[3898]
16812	[16597, 7413]
16814	[2475]
16815	[15497]
16816	[12053, 7755]
16824	[16153, 4683]
16826	[5343]
16828	[8613]
16829	[10322, 11593]
16835	[15524, 12490, 17228, 17031, 5629]
16845	[17406, 4396, 10860]
16848	[10591]
16850	[13082]
16855	[16038, 13739]
16857	[1768, 17682, 172]
16860	[17682, 8793]
16868	[2776]
16869	[6921]
